ticker,GICS,volatility63Days,return21Days,IR21Days,return252Days,IR252Days,medianDollarVolume21Days,shortInterestFloat,Sales,Operating Income,SG&A,R&D,Interest Expense,Operating Expense,Earnings,Dividend,Depreciation,Operating Cash Flow,Capital Expenditure,Short Term Debt,Long Term Debt,Long Liabilities,Assets,Equity,Cash,Working Capital,ROA,Profit Margin,Operating Margin,R&D/Sales,Sales Variability,Earnings Variability,Sales Growth,Earnings Growth,FCF,Accrual Ratio,outstandingShares,Market Cap,Operating Income Before Depreciation,Income Tax,Minority Interest,Preferred Stock,Sales Growth (1Y),Sales Growth (2Y),Sales Growth (3Y),Debt/Equity,ROE,EBIT,TEV,EBIT/TEV,E/P,S/P,B/P,CF/P,FCF/P,EBIT/P,Sales Growth (4Y),Sales Growth (5Y),Earnings Growth (1Y),Earnings Growth (2Y),Earnings Growth (3Y),Earnings Growth (4Y),Earnings Growth (5Y),Market Leverage,Size (Assets),Size (Market Cap),Earnings Yield,Volatility,Book Leverage,Profitability(ROA),Profitability(ROE),Accrual,Neg Sales Yield,Book Yield,Dividend Yield,Variability,prof_low
EQIX,60101080,0.019487376,0.049845276,1.939708568,0.067134153,0.382081536,293303820.5,0.012688778,74.74567971,12.06115615,18.40030575,-0.508533802,3.853885573,43.96352229,5.416848487,11.80049562,18.72100126,30.20275925,30.38427294,3.583104802,161.6096729,187.363408,307.4003752,120.0377899,18.72051951,15.96917575,0.017621477,0.072470389,0.161362586,0,0.05738908,0.306202378,-0.121588978,-0.09088278,-0.181513684,0.018211956,91013824,67497672155,30.78215741,1.203578615,-0.000822711,0,0.084856693,0.064664846,0.049578268,1.376173102,0.045126193,31.98573603,888.0914355,-0.49036497,0.007304076,0.100787033,0.16185889,0.040725384,0.040725384,0.043129549,0.06247978,0.076517003,0.185250652,-0.04511198,0.013469223,0.139551881,0.142527611,-0.49080417,-0.280070506,1.19845136,-0.678349019,-0.373376528,-0.279540234,-0.323192054,-0.435815634,0.391984306,0.71587302,-0.584437172,-0.075621938,-1.196813574,0
AQUA,20106020,0.024645425,0.077028886,2.593430925,0.68810636,1.740554953,29188572,0.014686286,12.83514295,0.95513002,3.097933093,-0.39815497,0.299594516,10.90888887,0.432635425,0,0.971124054,1.175750068,0.608672666,0.32932119,7.685532276,11.9603214,17.06676857,5.093698481,1.036381388,2.77456504,0.025349581,0.033707098,0.074415223,0.008894431,0.086519701,0.998615254,-0.58569386,-1.135724076,0.567077402,-0.007877413,121102000,5689371960,1.926254074,0.082343334,0.012748692,0,0.109667964,0.024935868,0.026644736,1.57348408,0.084935421,2.008597408,53.97122077,-0.475903193,0.009208928,0.273204405,0.108422701,0.025026609,0.025026609,0.042754308,,,-0.185999344,-0.11503181,,,,-0.490207045,-0.514429483,-0.626952345,-0.653896328,0.031593151,-0.26157092,-0.230737349,-0.262551084,-0.052800278,0.441409872,-0.716939763,-0.764662969,-0.510456964,1
LSXMA,50201030,0.01589304,-0.061396304,-2.565166935,-0.009104704,0.067718169,33839185.3,0.025392944,25.24874595,5.767410522,5.460587838,-0.508533802,1.453618075,17.71115402,2.806628963,0,1.770181406,4.806086009,0.999655526,4.741477273,36.96590909,57.61079545,89.875,22.98863636,2.017045455,-6.5625,0.031228139,0.111159143,0.228423643,0,0.057678997,5.316848299,0.297949795,-0.828873087,3.806430483,-0.011124356,332828211,15213577525,7.537591928,0.664605541,9.275568182,0,0.055708818,0.022653096,0.136910649,1.814260999,0.122087666,8.202197469,94.67590909,0.119751887,0.061400765,0.552368102,0.50292357,0.105142989,0.105142989,0.179439892,0.121600239,,,0.353412384,0.117784281,-0.039391267,,-0.164440006,-0.262566511,-0.345671027,0.016093105,-0.65557565,-0.239643119,-0.160409575,-0.100850711,-0.108155796,-0.00297776,0.261280955,-0.764662969,1.262721655,0
PCTY,45103010,0.036688148,-0.004595588,0.166556676,0.063685707,0.353146698,37474571.46,0.021673967,13.95516201,1.330941437,7.7401219,0.977472977,0.008738587,11.78552645,1.550972388,0,0.838694124,2.562666701,0.295214906,0.146717051,1.262760126,80.07910657,90.11013536,10.03102879,1.711373676,1.393599092,0.017211964,0.111139691,0.095372697,0.11974384,0.234544555,0.712173953,1.11783432,2.51794912,2.267451795,-0.007951152,55120000,11342042400,2.169635562,-0.239287628,0,0,0.31971339,0.210410961,0.214262518,0.140511727,0.154617479,1.930347934,205.4681035,-0.811240731,0.007537408,0.067819225,0.048748743,0.012454035,0.012454035,0.009381095,0.212228782,0.209704246,0.366742131,0.114499143,0.270131459,0.240372278,0.785619759,-0.453998757,-0.488199058,-0.460010275,-0.675353721,0.977093632,-0.392073185,-0.328091235,0.040731121,-0.054057429,0.768352932,-0.864909784,-0.764662969,0.032033198,0
CHK,10102020,0.026861453,0.120808536,3.093069443,0.99529152,1.968210075,148092452.8,0.122404754,45.44467234,-5.457014783,1.70198392,-0.508533802,0.957173951,40.20739846,-3.189911222,2.825081469,10.69428866,19.96400145,8.238002284,0.240056289,22.96262572,65.47742229,110.0368362,44.55941393,0.231778486,-24.04701792,-0.028989485,-0.070193293,-0.120080408,0,,,0.011562066,0.024848063,11.72599916,-0.135553792,127052372,11053556364,5.237273875,-0.785277091,0,0,,,,0.520713357,-0.071587818,4.451996783,109.9709035,-0.436521132,-0.036665646,0.522352556,0.512177172,0.229471281,0.229471281,0.051172377,,,,,,,,-0.35602077,-0.406672979,-0.468530223,-1.242790713,0.205578379,-0.357447832,-0.880819472,-0.943798372,-2.229490933,0.044802585,0.28422657,0.641507565,0.072391239,0
PNC/PP,40101015,0.001242494,0.003169572,2.161918534,0.001856662,0.084280715,1935564,5.53E-05,47.67261281,20.28649902,23.13082486,-0.508533802,0,23.18388184,12.41703828,5.457307491,4.20223195,12.77943367,0,8.569047619,54.6952381,1171.5,1288.680952,105.1666667,134.1619048,0,0.009635463,0.260464815,0.425537805,0,0.072361796,0.449294061,-0.161828778,-0.311110416,12.77943367,-0.000281214,415000000,10507800000,24.48873097,2.808588976,0.083333333,11.93095238,0.15441866,0.009325275,0.028684892,0.601562146,0.118070095,27.29731995,-33.56333333,0.016562245,0.490404355,1.882804613,4.153501843,0.50471697,0.50471697,1.078093205,0.056073484,0.072192873,-0.370578497,0.046507091,0.026593453,0.020495883,0.088240225,3,3,-0.484648215,2.96572736,-1.535313425,-0.35008485,-0.418732238,-0.118336675,0.076703504,-2.120837408,3,3,-1.008753293,0
ARE,60101040,0.01641173,0.06727816,3.921449478,0.203133394,1.036578843,156074884.1,0.034468757,15.06434996,3.581224311,1.038293009,-0.508533802,2.12162757,11.48312565,2.856987686,4.513620987,0,6.504348495,0,0,67.69406061,80.0493053,207.6148624,107.0176677,5.500486732,0,0.013760998,0.189652238,0.237728433,0,0.260188466,1.37370742,-0.429543023,-0.618461976,6.504348495,-0.017567918,161408296,32483419570,0,0,20.54788935,0,-0.178203875,0.007868143,0.012139527,0.632550326,0.026696411,0,283.9914632,-0.9244801,0.014196212,0.074853913,0.531764809,0.032319744,0.032319744,0,0.029549148,0.043424556,-0.511413822,0.139505824,-0.064781145,0.012476288,,-0.424157858,-0.230024842,0.164364576,-0.589874289,-0.614852136,-0.347262724,-0.369376656,-0.516028891,-0.218008847,0.757154742,0.332796887,0.206552226,0.676486648,0
TNL,25301020,0.029137735,0.052177754,1.32681095,-0.07223555,-0.004342242,34978980.52,0.030282971,36.93042952,7.696362345,9.57647492,-0.508533802,3.046844999,27.82516636,3.778426576,1.351955601,1.408900813,7.227096978,0.629816671,7.264367816,55.44827586,85.18390805,75.86206897,-9.413793103,6.287356322,0,0.049806532,0.102312013,0.208401647,0,0.24696382,2.395778874,-1.2856368,-0.967072466,6.597280307,-0.037157617,85387593,4947357138,9.105263158,1.522949052,0.091954023,0,0.443078357,-0.074138226,-0.028548481,,,10.62821221,114.4572414,0.194759837,0.065212747,0.637390913,-0.162474855,0.124734156,0.124734156,0.183434798,-0.002867948,-0.048570463,,0.099543654,-0.195593515,-0.165354428,-0.073458213,-0.162143275,-0.474534072,-0.648866499,0.065027729,0.384294255,3,0.06185191,1.41E-16,-0.551983828,-0.138321596,-1.288546507,0.245776281,1.39934778,0
VMC,15102010,0.018438048,0.030575035,1.387906202,0.072609707,0.401720396,132585913.9,0.012822774,45.1058385,7.305062514,3.354196465,-0.508533802,1.056286897,34.03016893,4.507457028,1.501270818,3.770607057,7.623760091,3.826098766,1.403443114,34.14221557,54.36002994,103.748503,49.21631737,0.995508982,5.762724551,0.043445996,0.099930678,0.161953813,0,0.135326025,0.316552581,0.189604676,-0.3626834,3.797661325,0.006841503,132900000,24413730000,11.07566957,1.184308478,0.172155689,0,0.232958624,0.098868401,0.100276247,0.722233206,0.091584606,12.25997805,218.4223054,-0.247931559,0.024537055,0.245540765,0.267916807,0.041501144,0.041501144,0.066739129,0.113093538,0.109957576,-0.12282949,-0.010982095,0.046345747,-0.000764411,0.075527186,-0.478884673,-0.408411981,-0.07396007,-0.457128329,-0.455761539,-0.339095212,-0.014241981,-0.233611362,0.198135144,0.485446326,-0.321451562,-0.41076656,-0.786435522,0
GPC,25501010,0.016303084,0.016085467,0.952531853,0.115716014,0.61372095,90644266.23,0.008770175,137.1979837,9.702418856,36.38666713,-0.508533802,0,125.3640522,6.457831192,3.255077959,2.131512729,9.438704444,2.063371685,0,29.64949385,88.66744375,113.9252531,25.17284832,4.275885244,8.246188096,0.056684809,0.047069432,0.070718378,0,0.091933126,1.75152449,-0.301743456,-0.386575129,7.375332759,-0.00805354,141627749,17847928929,11.83393158,2.18217718,0.084961006,0,0.176152801,0.074952133,0.031230697,1.177836273,0.25653955,14.01610876,151.4785696,0.190796318,0.051244494,1.088700077,0.199752804,0.074898464,0.074898464,0.111221304,0.044429516,0.057157775,18.30981348,0.257443168,0.061677543,0.107255657,0.069637737,-0.369052747,-0.387185598,-0.26786991,-0.114283487,-0.623382202,-0.297602973,0.144139757,0.48433384,-0.055802984,-0.856739543,-0.490473851,0.353868452,0.100281774,0
FMCCH,40102010,0.039131779,0.186111111,6.684003819,-0.579724409,-0.317930194,1101,4.32E-05,21.55318491,19.68089054,0,-0.508533802,14.63203463,1.872294372,4.063079777,0,0,3.005565863,0,11.11162647,934.8144712,951.4975263,961.3030303,-17.02102659,39.88930118,0,0.004226638,0.188514124,0.913131429,0,0.078468602,0.413902672,-0.830224777,-0.473194515,3.005565863,0.001100084,3221332659,13755090454,0,1.029375387,0,26.82653061,0.082361527,-0.02097715,-0.013445907,,,1.029375387,937.1333271,-0.911240384,0.951540931,5.047584288,-3.986188898,0.703879593,0.703879593,0.241071519,-0.006173004,0.000367678,0.324596774,0.482337483,0.194174286,0.199848815,0.048285557,3,3,-0.388744978,2.96572736,1.16894844,3,-0.483440396,1.41E-16,0.100252562,-3,-1.288546507,-0.764662969,-1.004620344,0
UPS,20301010,0.023904014,0.01418708,0.709591712,0.222149539,0.835685291,516695117.4,0.010910077,112.3818872,15.41721023,0,-0.508533802,0.78633698,93.55643838,12.24465055,4.395881114,3.40823855,17.01987271,4.447044555,3.094425484,25.83617747,62.20591581,79.76450512,17.53811149,14.27189989,9.964732651,0.153510017,0.10895573,0.137185899,0,0.134230749,1.176395867,0.082414177,0.370183722,12.57282815,-0.004114331,874000000,1.87438E+11,18.82544878,3.440120141,0.020477816,0,0.09499232,0.140418536,0.107627537,1.649584847,0.698173835,22.26556892,229.1391809,0.246745876,0.057095265,0.524022602,0.081778008,0.079361525,0.079361525,0.103821547,0.095187199,0.098438987,1.073116188,0.574675606,0.327002405,0.204189594,0.256183169,-0.48069106,0.097428371,3,-0.039176828,-0.02661661,-0.254640345,1.302502276,2.406490317,0.01135461,0.042144117,-0.783009049,0.122954633,-0.126526876,1
USB,40101010,0.020982492,-0.047067116,-1.662120094,-0.031658345,0.013194634,429404381.3,0.007788879,16.02022228,8.56569714,6.624646088,-0.508533802,0,7.113337127,4.871915925,1.972427108,0.341188014,11.70896831,0,14.16016151,22.16083445,359.9253028,394.6951548,29.87348587,30.15881561,0,0.012343491,0.304110382,0.534680293,0,0.049489283,0.259304962,-0.500982113,-0.388537956,11.70896831,-0.017322362,1485671988,78963466162,8.906885154,1.326311919,0.314939435,4.581426649,-0.007839289,-0.043070937,-0.004066033,1.215827176,0.163084949,10.23319707,64.20854643,0.996508357,0.091663517,0.301415283,0.562059941,0.220300439,0.220300439,0.192534282,0.027043015,0.03574778,0.208941886,0.093061169,0.036093011,0.061259952,0.069153889,1.291490543,3,1.537074211,0.404577688,-0.255991671,-0.294143102,-0.386334919,0.077584696,-0.213822493,0.396502295,0.407917954,0.842366953,-1.273899028,0
BAC/PB,40101010,0.00363518,0.003475942,0.600442867,-0.002557765,-0.022269614,1837312.68,2.04E-06,11.20351539,5.611873485,5.099411085,-0.508533802,0,5.362425422,3.667582041,0.969690601,0.229216486,-0.074782169,0,29.19666915,35.30132527,362.2981919,394.8041355,29.19740067,70.91927677,0,0.009289624,0.327359932,0.500902912,0,0.07915013,0.274917935,-0.821378216,-0.306953835,-0.074782169,0.00947904,8062102236,2.09937E+11,5.841089971,0.208865374,0,3.308542934,0.07940562,-0.037846033,0.001318321,2.209032069,0.125613307,6.049955345,22.92726058,2.256099417,0.140844164,0.430242527,1.121251946,-0.002871819,-0.002871819,0.232333155,,,0.466397786,0.185622154,0.089264846,,,3,3,3,1.035912317,-1.535313425,-0.203690912,-0.422869665,-0.085505814,0.243101191,0.191428232,1.794513643,0.847906658,-1.108683193,0
WDAY,45103010,0.022594209,-0.073834102,-1.702315755,-0.083263886,-0.124317956,563940145.7,0.040316668,20.38158349,-0.471284187,15.18665841,3,0.065877868,19.50005658,0.093225704,0,1.352811094,6.589550319,1.751778469,5.210887727,3.198689825,23.84958987,41.98679827,18.1372084,14.6000208,0.584739425,0.002220358,0.004574017,-0.023123041,0.365986434,0.11475333,,1.107411248,0.024848063,4.837771851,-0.113000904,249999892,63252472675,0.881526907,-0.052402991,0,0,0.119043506,0.130137331,0.161492378,0.463664384,0.005140025,0.829123916,246.8195568,-0.883990253,0.000368466,0.080556434,0.071685737,0.026044624,0.026044624,0.00327704,0.185796858,0.208584193,,,,,,-0.533499312,-0.438182818,1.073076567,-0.767381807,-0.129452282,-0.362643341,-0.507442409,-0.609850293,-1.844998037,0.748077164,-0.808034261,-0.764662969,-0.315746592,0
BAC/PL,40101010,0.008430972,-0.000226165,0.023719663,-0.02998108,-0.297427285,10970173.32,6.54E-07,11.20351539,5.611873485,5.099411085,-0.508533802,0,5.362425422,3.667582041,0.969690601,0.229216486,-0.074782169,-6.94E-18,29.19666915,35.30132527,362.2981919,394.8041355,29.19740067,70.91927677,0,0.009289624,0.327359932,0.500902912,0,0.07915013,0.274917935,-0.344700461,-0.048700343,-0.074782169,0.00947904,8062102236,1.05815E+13,5.841089971,0.208865374,0,3.308542934,0.07940562,-0.037846033,0.001318321,2.209032069,0.125613307,6.049955345,1309.387261,-0.86878842,0.002794348,0.008536012,0.022245639,-5.70E-05,-5.70E-05,0.00460949,0.039067175,0.052541657,0.466397786,0.185622154,0.089264846,0.184875409,0.152925825,-0.483817206,3,3,-0.736240632,-1.241438864,-0.203690912,-0.422869665,-0.085505814,0.243101191,0.839457026,-0.93062798,-0.732669587,-1.108683193,0
CUBE,60101080,0.016241864,0.069181623,3.341630749,0.321601457,1.420378841,75720457.92,0.014365087,4.243173226,1.536454947,0.242785313,-0.508533802,0.425739403,2.706718279,1.05219746,1.427712149,0,2.281327336,0,0,14.11783181,15.60264821,28.62419984,12.61234091,0.046350399,0,0.036759017,0.247974194,0.362100453,0,0.107347088,0.283418264,-0.088609373,-0.086335255,2.281327336,-0.042940235,224433506,11677275317,0,0,0.409210719,0,0.183990383,0.109413463,0.092524599,1.119366493,0.083426024,0,66.51069213,-0.9244801,0.020222899,0.081552436,0.242405168,0.043846384,0.043846384,0,0.079883035,0.08006096,0.219166723,0.088293048,0.059948179,0.074440925,0.143648602,-0.475949414,-0.475017517,-0.450109737,-0.512509378,-0.628188724,-0.302927876,-0.094241242,-0.269120539,-0.650568785,0.746491677,-0.384711279,0.423601465,-0.956530556,0
PXD,10102020,0.021111148,0.032115583,1.219706377,0.811679387,1.910157368,645693200.7,0.021455883,82.29511956,32.41771811,1.368970939,-0.508533802,0.625855783,39.43495437,16.42113724,10.05887423,10.44244707,32.43364193,14.75296272,1.39453125,22.140625,51.53125,143.984375,92.453125,11.8515625,8.56640625,0.11404805,0.199539624,0.393920299,0,0.308688468,1.897543911,1.5460285,0.45191755,17.68067922,-0.008747768,241958985,60497005020,42.86016519,4.661535212,0,0,0.829660502,0.205895872,0.147496977,0.254563123,0.177615816,47.5217004,261.7135938,1.264147878,0.065676668,0.329140981,0.369768128,0.129719001,0.129719001,0.190063994,0.211636018,0.255717583,,0.976712456,0.344972373,0.27633103,,-0.503350272,-0.218017379,0.991698486,0.070983102,-0.245890581,-0.381686407,0.830401424,0.140828427,-0.06763854,0.352367052,-0.068896802,0.977478933,1.332355053,0
WSC,20103010,0.024937159,0.046816479,1.710749698,0.358680556,1.17700181,53453109.6,0.039339871,7.585164172,1.565214519,2.0427038,-0.508533802,0.506540986,4.775478981,0.895900268,0,1.244470672,2.431027104,1.533787714,0.320751585,13.01023777,16.99709988,25.5847106,8.58761072,0.049446182,-0.147085029,0.035017018,0.118112179,0.206352095,0,0.142610765,1.992491417,-1.341986359,-0.475879529,0.897239389,-5.23E-05,223174389,8732813842,2.809685191,0.180069786,0,0,-0.038383945,-0.110662747,-0.054625733,1.552351381,0.104324741,2.989754977,52.41154318,-0.236913287,0.022895483,0.193845238,0.219463601,0.062126939,0.062126939,0.076405698,,,,0.047623686,,,,-0.441811795,-0.481478928,-0.537069431,-0.478201273,0.054497812,-0.263495497,-0.115081548,-0.178161559,0.080605454,0.567738017,-0.44159814,-0.764662969,0.548437014,0
SAFM,30202030,0.004887202,-0.034760308,-4.696498935,0.261070014,1.16290514,25207933.5,0.050657972,236.7828938,40.12837601,12.34126265,-0.508533802,0.112231454,188.8859502,28.9682699,1.784250087,7.768567651,40.40829373,7.142474681,0.485160179,0.610675608,24.7353301,117.1198061,92.38447596,31.07630613,44.7790566,0.24733878,0.122341059,0.16947329,0,0.20453547,1.275114879,0.348666349,0.388922562,33.26581905,-0.036693616,22318512,4106606208,47.89694366,9.000873237,0,0,0.424508559,0.212574457,0.180182627,0.011861688,0.313562096,56.89781689,154.0195297,3,0.157436249,1.286863553,0.502089543,0.219610292,0.219610292,0.309227266,0.115731254,0.127050191,7.332217754,3.3955177,,0.206027446,0.260802402,-0.522670876,-0.509480883,-0.673171572,1.24890581,-1.51966798,-0.400005381,2.425016995,0.732517142,-0.544073295,-1.172186711,0.259212868,-0.344745277,0.312850193,0
CL,30301010,0.012831001,-0.011342894,-0.450356158,-0.02732993,-0.088081399,329111565.9,0.012194663,20.65492277,4.570040222,7.615029606,-0.508533802,0.115827285,15.42657321,2.414403573,1.986706104,0.658309335,3.678938085,0.687914743,0.022519853,8.993718146,17.77290506,18.63577101,0.380466991,1.10821382,0.501363044,0.129557482,0.116892404,0.221256708,0,0.057048215,0.250823235,-0.458992323,-0.777529452,2.991023341,-0.030941557,837941870,63541132002,5.228349557,0.841317342,0.482398957,0,0.059463392,0.056670478,0.051765386,23.69781931,6.345894998,6.069666899,84.22042314,-0.055812358,0.031839688,0.272384581,0.005017368,0.048515602,0.048515602,0.080043082,0.038863934,0.040259962,-0.221872339,-0.092767924,-0.033772963,0.00578686,-0.026734764,-0.494012109,-0.391882429,1.081601632,-0.363384031,-0.895983023,1.75331503,1.015947575,2.757662667,-0.446009325,0.442714911,-0.973347916,0.36987449,-1.24143969,0
BRK/A,40201030,0.01206403,0.088070782,5.058593193,0.314089441,1.826360022,1268154576,0.000206157,157.3578939,47.61004363,0,-0.508533802,1.852202372,104.9562543,37.17479883,0,4.791595924,16.43609774,6.174140129,0.974207682,53.12076468,204.6247515,438.2831522,229.7145549,52.91778591,0,0.084819137,0.236243622,0.302558978,0,0.39704533,1.390249872,0.134482438,0.644705416,10.26195762,0.061405147,1471303.012,7.78203E+11,52.40163955,8.635579433,3.943845855,0,0.016379159,0.274329851,0.14849812,0.235487788,0.161830402,61.03721898,528926.121,-0.923089167,7.03E-05,0.000297507,0.000434308,3.11E-05,3.11E-05,0.0001154,0.143099587,0.104034193,-0.154617236,2.052886744,0.506054641,0.232530772,0.323854354,-0.546871349,-0.521829108,3,-0.771209589,-0.956199567,-0.383423618,0.480723092,0.072124441,1.12836338,0.839457026,-0.984712261,-0.764662969,1.395844741,0
UNP,20304010,0.014738312,0.082577168,4.228921229,0.254695109,1.276934067,1013070946,0.013044206,35.07451032,15.02847955,0,-0.508533802,1.817118846,16.62059123,10.53378348,4.477676344,3.425439546,14.40514297,5.033518735,2.941919192,50.4592803,82.31376263,101.0905934,18.77683081,1.534090909,-2.503156566,0.104201421,0.300325889,0.428472968,0,0.102101779,0.145481714,-0.139299805,-0.05939946,9.371624238,0.011496215,628202430,1.71631E+11,18.45391909,3.138164024,0,0,0.225690601,0.065699059,0.044654837,2.843994284,0.560999009,21.59208312,325.0771086,-0.123882266,0.038555629,0.128379306,0.068726733,0.052725533,0.052725533,0.079031086,0.065313289,0.074613815,0.362429939,0.106734128,0.087970179,-0.066508011,0.150288431,-0.477690625,0.041270732,3,-0.277171135,-0.746235885,-0.14586425,0.71260187,1.809454514,0.277491004,0.671950172,-0.81537153,-0.054950596,-1.061318521,0
SPGI,40203040,0.018048794,0.027710964,1.202601794,0.107939532,0.570006591,964392390,0.043502396,34.61528266,17.73305999,6.229527456,-0.508533802,0.591843919,15.85715995,13.8514703,2.976103044,1.025062719,12.50419936,0.128217548,0.723850887,43.49619978,82.81577995,239.203764,143.6916395,15.95005429,7.723488961,0.057906573,0.400154765,0.512289909,0,0.091547324,0.265968328,0.058638742,-0.240249442,12.37598181,0.006168333,339900000,1.3942E+11,18.75812271,4.75589076,12.69634455,0,0.090526913,0.109011959,0.116286538,0.307742683,0.09639719,23.51401346,451.1463409,-0.296254573,0.033769248,0.084390469,0.350313617,0.030484664,0.030484664,0.057326085,0.095754268,0.095884102,0.363792646,0.202725576,0.229333358,0.223831192,0.105707865,-0.496137939,0.20226847,3,-0.338614165,-0.486322703,-0.37684329,0.158756263,-0.212665207,0.186658606,0.741973944,-0.117137013,-0.450467619,-1.051607437,0
CHGG,25302010,0.034758974,0.138374647,4.989341033,-0.600572498,-0.988848684,77342810,0.056455878,5.112599728,0.455002658,3.060965279,2.457859774,0.043010917,4.14684083,0.428808176,0,0.510756241,1.845931049,0.758500893,0,12.69595558,13.91122533,19.97801456,6.066789225,8.878457267,8.187904255,0.021464004,0.083872824,0.088996339,0.239034816,0.207425126,,0.407879617,0.024848063,1.087430156,-0.032967339,126681972,4596021944,0.965758898,0.058371893,0,0,-0.034651241,0.188280864,0.207390311,2.092697654,0.070681238,1.024130791,40.09749831,-0.616626383,0.011819409,0.14092061,0.167221313,0.050880128,0.050880128,0.028228522,0.195968863,0.133413192,,,,,,-0.45554276,-0.510232377,-0.65924259,-0.620385433,0.825629993,-0.214285606,-0.277222215,-0.324590583,-0.480545872,0.651986257,-0.571140286,-0.764662969,0.162691749,0
ABC,35102010,0.011717008,0.081888112,5.30893001,0.339956747,1.557428947,157341024,0.015562121,1089.74397,13.87185303,21.35601519,-0.508533802,1.066662524,1072.776131,8.186417215,1.813604321,3.095986476,15.90623976,2.353764692,8.536494474,21.91938337,266.0588799,270.3329528,2.595907373,16.09866928,-15.98106052,0.03028272,0.007512239,0.012729461,0,0.098180959,,0.118682105,-0.278366546,13.55247507,-0.01984981,209402090,32396597344,16.96783951,3.399350577,1.678165583,0,0.143431928,0.105576848,0.103741658,11.73226678,3.153586025,20.36719009,170.7453741,0.513286617,0.052914596,7.043784954,0.016779183,0.102813262,0.102813262,0.131647535,0.108656951,0.102336304,,0.03756826,0.240410767,0.207880585,0.096311778,-0.092381862,-0.021112003,0.161800428,-0.092844298,-0.983445012,0.663599862,-0.17172003,2.757662667,-0.256911693,-3,-0.944182831,-0.257029293,-0.401305067,1
CRSP,35201010,0.041872179,0.067880231,1.432301301,-0.480724686,-0.917123979,72592054.5,0.132358144,11.38706392,3.60717663,0,3,0,7.504681094,3.603199428,0,0.275206196,6.088438557,1.158165058,0.143661314,2.956029988,4.685711692,33.80340605,29.11769436,28.87291499,27.84662378,0.106592792,0.316429191,0.316778465,0.438799313,2.403317139,,3,3,4.930273499,-0.03925859,77386405,4857544642,3.882382826,0.061102771,0,0,747.9921708,0.514184619,5.390706684,0.106453872,0.123746042,3.943485597,36.99677631,0.360281747,0.057403209,0.181409334,0.463879152,0.096995994,0.096995994,0.062824368,0.858096194,,,1.185056113,,,,-0.538787007,-0.509462936,-0.651518959,-0.035223736,1.384103232,-0.395174869,0.741210892,-0.093632844,-0.587802264,0.587534151,0.164464797,-0.764662969,1.975263516,0
KRG,60101070,0.017850486,0.025675676,1.181821594,0.187241317,0.702569074,33657512.72,0.016349437,3.41625986,0.317200903,0.309527683,-0.508533802,0.536429928,3.099058957,-0.683344422,0.620794672,0,1.065898683,0,0,14.83910933,16.48352597,34.58607824,17.8032843,0.375329366,0,-0.019757789,-0.200027062,0.092850344,0,0.071729203,,-1.235015328,-2.902914408,1.065898683,-0.050576509,219042903,4987606901,0,-0.002582514,0.299267973,0,0.088143615,-0.022965237,-0.062292039,0.833504036,-0.038383054,-0.002582514,37.53304794,-0.925309444,-0.030010734,0.150033371,0.781874585,0.046811536,0.046811536,-0.000113417,-0.0551,-0.043130728,-7.888451645,,,,,-0.360214577,-0.464601458,-0.64767779,-1.15736125,-0.501892336,-0.328961663,-0.77037663,-0.799278902,-0.780755795,0.637480079,0.952979463,0.415959978,-0.53786802,0
GT,25101020,0.048986064,-0.060486522,-0.702843159,-0.187606595,-0.093122181,83479456.98,0.063570845,68.16029157,4.348644937,10.21637861,-0.508533802,1.61393164,60.45444671,2.994117564,0,3.357199925,2.32547491,3.851467531,3.923344948,28.83275261,60.27874564,78.82229965,17.92682927,3.961672474,5.637630662,0.037985666,0.043927593,0.063800269,0,0.149884658,,-0.517144844,-1.024421818,-1.525992621,0.057345576,282428372,4035901436,7.705844861,-0.834293434,0.616724739,0,0.256837397,0.059701636,0.018863186,1.827210884,0.167018803,6.871551427,43.70114983,0.970777265,0.209525372,4.769789473,1.254501698,0.162734423,0.162734423,0.480864341,0.023072247,0.034010948,,,0.086970065,0.316738134,-0.08759516,0.589880993,-0.33177094,-0.673171572,1.917576688,1.94262985,-0.238463759,-0.079566304,0.094706288,1.059153796,-3,2.124925256,-0.764662969,-0.134373457,0
MRO,10102020,0.028749075,0.09173913,2.254150339,1.367629565,2.045095024,546401184.5,0.025156544,7.571802557,2.18804988,0.40894387,-0.508533802,0,2.655759228,2.874492218,0.221827647,2.727993449,4.804571147,1.521576513,0.25,5.424863388,9.036885246,24.56420765,15.5273224,0.930327869,0.285519126,0.117019537,0.379631164,0.288973446,0,0.335017309,5.298615521,0.339120923,0.871903424,3.282994633,-0.016629985,717000000,18003870000,4.916043328,-0.644555697,0,0,0.985767785,0.091073981,0.04502059,0.365475981,0.185124785,4.271487631,29.85453552,0.800067119,0.114475994,0.301545303,0.618372059,0.191340946,0.191340946,0.170111017,0.075149104,0.126024449,,1.995568765,0.379859977,,,-0.461891039,-0.373821343,-0.263264454,0.697422694,0.353779653,-0.371585459,0.865950631,0.173510248,-0.20201851,0.396295322,0.547551818,-0.382106783,2.694541123,0
